district,category,subcategory,year,0
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q1,21
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q2,21
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q3,26
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q4,24
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q1,28
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q2,32
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q3,32
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q4,30
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q1,29
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q2,32
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q3,26
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q4,22
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q1,26
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q2,27
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q3,23
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q4,30
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q1,27
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q2,29
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q3,26
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q4,27
NT Balance Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2018 Q1,6
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2011 Q3,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2011 Q4,1
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q1,6
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q2,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q3,4
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q4,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q1,4
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q2,4
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q3,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q4,2
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q1,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q2,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q3,5
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q4,0
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q1,2
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q2,2
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q3,6
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q4,1
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q1,6
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q2,2
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q3,5
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q4,1
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q1,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q2,3
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q3,4
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q4,5
NT Balance Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2018 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2011 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2011 Q4,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q2,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q4,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q2,1
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q4,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q2,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q4,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q2,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q4,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q2,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q4,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q2,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q4,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2018 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2011 Q3,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2011 Q4,3
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q1,4
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q2,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q4,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q1,4
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q2,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q3,4
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q4,3
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q1,4
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q2,5
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q3,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q4,3
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q1,5
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q2,5
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q3,2
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q4,3
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q1,2
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q2,2
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q3,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q4,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q1,2
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q2,1
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q3,4
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q4,3
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2018 Q1,0
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2011 Q3,7
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2011 Q4,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q1,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q2,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q3,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q4,3
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q1,4
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q2,7
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q3,5
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q4,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q1,3
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q2,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q3,9
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q4,15
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q1,7
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q2,7
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q3,10
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q4,10
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q1,9
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q2,10
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q3,15
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q4,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q1,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q2,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q3,6
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q4,8
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2018 Q1,1
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2011 Q3,21
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2011 Q4,21
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q1,28
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q2,18
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q3,15
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q4,25
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q1,27
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q2,32
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q3,37
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q4,29
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q1,22
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q2,21
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q3,38
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q4,26
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q1,25
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q2,25
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q3,36
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q4,29
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q1,26
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q2,25
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q3,26
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q4,29
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q1,21
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q2,28
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q3,20
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q4,24
NT Balance Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2018 Q1,7
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2011 Q3,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2011 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q1,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q2,5
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q3,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q4,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q1,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q2,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q3,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q4,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q1,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q2,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q3,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q4,3
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q1,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q2,5
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q3,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q1,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q2,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q3,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q4,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q1,3
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q2,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q4,2
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2018 Q1,1
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2011 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2011 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q1,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q2,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q1,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q2,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q1,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q2,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q1,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q2,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q1,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q2,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q1,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q2,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q3,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q4,0
NT Balance Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2018 Q1,0
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2011 Q3,100
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2011 Q4,141
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q1,166
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q2,147
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q3,80
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q4,157
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q1,202
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q2,131
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q3,95
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q4,132
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q1,176
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q2,171
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q3,78
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q4,132
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q1,180
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q2,124
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q3,91
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q4,149
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q1,150
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q2,154
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q3,108
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q4,163
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q1,226
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q2,141
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q3,105
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q4,183
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2018 Q1,95
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2011 Q3,11
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2011 Q4,16
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q1,24
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q2,16
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q3,11
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q4,26
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q1,25
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q2,11
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q3,6
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q4,10
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q1,11
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q2,19
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q3,12
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q4,16
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q1,26
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q2,8
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q3,13
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q4,11
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q1,20
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q2,16
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q3,10
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q4,20
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q1,24
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q2,23
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q3,23
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q4,34
NT Balance Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2018 Q1,9
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2011 Q3,44
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2011 Q4,75
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q1,98
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q2,68
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q3,47
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q4,90
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q1,98
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q2,45
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q3,51
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q4,79
